scientific_name,park_name,observations,common_names,category,conservation_status
Otospermophilus beecheyi,Bryce National Park,130,California Ground Squirrel,Mammal,Not Protected
Otospermophilus beecheyi,Great Smoky Mountains National Park,89,California Ground Squirrel,Mammal,Not Protected
Otospermophilus beecheyi,Yellowstone National Park,276,California Ground Squirrel,Mammal,Not Protected
Otospermophilus beecheyi,Yosemite National Park,149,California Ground Squirrel,Mammal,Not Protected
Otus asio,Bryce National Park,110,Eastern Screech-Owl,Bird,Not Protected
Otus asio,Great Smoky Mountains National Park,100,Eastern Screech-Owl,Bird,Not Protected
Otus asio,Yellowstone National Park,233,Eastern Screech-Owl,Bird,Not Protected
Otus asio,Yosemite National Park,169,Eastern Screech-Owl,Bird,Not Protected
Otus flammeolus,Bryce National Park,137,Flammulated Owl,Bird,Not Protected
Otus flammeolus,Great Smoky Mountains National Park,79,Flammulated Owl,Bird,Not Protected
Otus flammeolus,Yellowstone National Park,283,Flammulated Owl,Bird,Not Protected
Otus flammeolus,Yosemite National Park,127,Flammulated Owl,Bird,Not Protected
Ovis aries,Bryce National Park,119,"Domestic Sheep, Mouflon, Red Sheep, Sheep (Feral)",Mammal,Not Protected
Ovis aries,Great Smoky Mountains National Park,76,"Domestic Sheep, Mouflon, Red Sheep, Sheep (Feral)",Mammal,Not Protected
Ovis aries,Yellowstone National Park,221,"Domestic Sheep, Mouflon, Red Sheep, Sheep (Feral)",Mammal,Not Protected
Ovis aries,Yosemite National Park,126,"Domestic Sheep, Mouflon, Red Sheep, Sheep (Feral)",Mammal,Not Protected
Ovis canadensis,Bryce National Park,109,"Bighorn Sheep, Bighorn Sheep",Mammal,Species of Concern
Ovis canadensis,Great Smoky Mountains National Park,48,"Bighorn Sheep, Bighorn Sheep",Mammal,Species of Concern
Ovis canadensis,Yellowstone National Park,219,"Bighorn Sheep, Bighorn Sheep",Mammal,Species of Concern
Ovis canadensis,Yosemite National Park,117,"Bighorn Sheep, Bighorn Sheep",Mammal,Species of Concern
Ovis canadensis sierrae,Bryce National Park,22,Sierra Nevada Bighorn Sheep,Mammal,Endangered
Ovis canadensis sierrae,Great Smoky Mountains National Park,25,Sierra Nevada Bighorn Sheep,Mammal,Endangered
Ovis canadensis sierrae,Yellowstone National Park,67,Sierra Nevada Bighorn Sheep,Mammal,Endangered
Ovis canadensis sierrae,Yosemite National Park,39,Sierra Nevada Bighorn Sheep,Mammal,Endangered
Oxalis corniculata,Bryce National Park,174,"Creeping Woodsorrel, Creeping Oxalis, Creeping Woodsorrel, 'Ihi, Yellow Oxalis, Yellow Wood Sorrel",Vascular Plant,Not Protected
Oxalis corniculata,Great Smoky Mountains National Park,164,"Creeping Woodsorrel, Creeping Oxalis, Creeping Woodsorrel, 'Ihi, Yellow Oxalis, Yellow Wood Sorrel",Vascular Plant,Not Protected
Oxalis corniculata,Yellowstone National Park,472,"Creeping Woodsorrel, Creeping Oxalis, Creeping Woodsorrel, 'Ihi, Yellow Oxalis, Yellow Wood Sorrel",Vascular Plant,Not Protected
Oxalis corniculata,Yosemite National Park,317,"Creeping Woodsorrel, Creeping Oxalis, Creeping Woodsorrel, 'Ihi, Yellow Oxalis, Yellow Wood Sorrel",Vascular Plant,Not Protected
Oxalis dillenii,Bryce National Park,254,"Dillen's Woodsorrel, Yellow Sorrel, Dillen's Oxalis, Slender Yellow Woodsorrel",Vascular Plant,Not Protected
Oxalis dillenii,Great Smoky Mountains National Park,180,"Dillen's Woodsorrel, Yellow Sorrel, Dillen's Oxalis, Slender Yellow Woodsorrel",Vascular Plant,Not Protected
Oxalis dillenii,Yellowstone National Park,521,"Dillen's Woodsorrel, Yellow Sorrel, Dillen's Oxalis, Slender Yellow Woodsorrel",Vascular Plant,Not Protected
Oxalis dillenii,Yosemite National Park,321,"Dillen's Woodsorrel, Yellow Sorrel, Dillen's Oxalis, Slender Yellow Woodsorrel",Vascular Plant,Not Protected
Oxalis grandis,Bryce National Park,87,"Great Yellow Wood-Sorrel, Large Wood-Sorrel",Vascular Plant,Not Protected
Oxalis grandis,Great Smoky Mountains National Park,54,"Great Yellow Wood-Sorrel, Large Wood-Sorrel",Vascular Plant,Not Protected
Oxalis grandis,Yellowstone National Park,276,"Great Yellow Wood-Sorrel, Large Wood-Sorrel",Vascular Plant,Not Protected
Oxalis grandis,Yosemite National Park,146,"Great Yellow Wood-Sorrel, Large Wood-Sorrel",Vascular Plant,Not Protected
Oxalis montana,Bryce National Park,72,"White Wood-Sorrel, Wood-Sorrel",Vascular Plant,Not Protected
Oxalis montana,Great Smoky Mountains National Park,47,"White Wood-Sorrel, Wood-Sorrel",Vascular Plant,Not Protected
Oxalis montana,Yellowstone National Park,231,"White Wood-Sorrel, Wood-Sorrel",Vascular Plant,Not Protected
Oxalis montana,Yosemite National Park,161,"White Wood-Sorrel, Wood-Sorrel",Vascular Plant,Not Protected
Oxalis stricta,Bryce National Park,114,"Upright Yellow Wood-Sorrel, Yellow Wood-Sorrel",Vascular Plant,Not Protected
Oxalis stricta,Great Smoky Mountains National Park,76,"Upright Yellow Wood-Sorrel, Yellow Wood-Sorrel",Vascular Plant,Not Protected
Oxalis stricta,Yellowstone National Park,256,"Upright Yellow Wood-Sorrel, Yellow Wood-Sorrel",Vascular Plant,Not Protected
Oxalis stricta,Yosemite National Park,147,"Upright Yellow Wood-Sorrel, Yellow Wood-Sorrel",Vascular Plant,Not Protected
Oxalis violacea,Bryce National Park,187,"Purple Woodsorrel, Violet Woodsorrel, Violet Wood-Sorrel, Violet Wood-Sorrel",Vascular Plant,Not Protected
Oxalis violacea,Great Smoky Mountains National Park,191,"Purple Woodsorrel, Violet Woodsorrel, Violet Wood-Sorrel, Violet Wood-Sorrel",Vascular Plant,Not Protected
Oxalis violacea,Yellowstone National Park,507,"Purple Woodsorrel, Violet Woodsorrel, Violet Wood-Sorrel, Violet Wood-Sorrel",Vascular Plant,Not Protected
Oxalis violacea,Yosemite National Park,284,"Purple Woodsorrel, Violet Woodsorrel, Violet Wood-Sorrel, Violet Wood-Sorrel",Vascular Plant,Not Protected
Oxydendrum arboreum,Bryce National Park,110,Sourwood,Vascular Plant,Not Protected
Oxydendrum arboreum,Great Smoky Mountains National Park,96,Sourwood,Vascular Plant,Not Protected
Oxydendrum arboreum,Yellowstone National Park,230,Sourwood,Vascular Plant,Not Protected
Oxydendrum arboreum,Yosemite National Park,164,Sourwood,Vascular Plant,Not Protected
Oxypolis occidentalis,Bryce National Park,121,Western Cowbane,Vascular Plant,Not Protected
Oxypolis occidentalis,Great Smoky Mountains National Park,51,Western Cowbane,Vascular Plant,Not Protected
Oxypolis occidentalis,Yellowstone National Park,242,Western Cowbane,Vascular Plant,Not Protected
Oxypolis occidentalis,Yosemite National Park,142,Western Cowbane,Vascular Plant,Not Protected
Oxypolis rigidior,Bryce National Park,98,Stiff Cowbane,Vascular Plant,Not Protected
Oxypolis rigidior,Great Smoky Mountains National Park,100,Stiff Cowbane,Vascular Plant,Not Protected
Oxypolis rigidior,Yellowstone National Park,271,Stiff Cowbane,Vascular Plant,Not Protected
Oxypolis rigidior,Yosemite National Park,144,Stiff Cowbane,Vascular Plant,Not Protected
Oxyria digyna,Bryce National Park,90,"Alpine Mountainsorrel, Mountain Sorrel",Vascular Plant,Not Protected
Oxyria digyna,Great Smoky Mountains National Park,83,"Alpine Mountainsorrel, Mountain Sorrel",Vascular Plant,Not Protected
Oxyria digyna,Yellowstone National Park,288,"Alpine Mountainsorrel, Mountain Sorrel",Vascular Plant,Not Protected
Oxyria digyna,Yosemite National Park,150,"Alpine Mountainsorrel, Mountain Sorrel",Vascular Plant,Not Protected
Oxystegus tenuirostris,Bryce National Park,128,Oxystegus Moss,Nonvascular Plant,Not Protected
Oxystegus tenuirostris,Great Smoky Mountains National Park,69,Oxystegus Moss,Nonvascular Plant,Not Protected
Oxystegus tenuirostris,Yellowstone National Park,221,Oxystegus Moss,Nonvascular Plant,Not Protected
Oxystegus tenuirostris,Yosemite National Park,149,Oxystegus Moss,Nonvascular Plant,Not Protected
Oxytropis borealis var. viscida,Bryce National Park,117,"Sticky Crazyweed, Sticky Pointloco, Viscid Locoweed",Vascular Plant,Not Protected
Oxytropis borealis var. viscida,Great Smoky Mountains National Park,76,"Sticky Crazyweed, Sticky Pointloco, Viscid Locoweed",Vascular Plant,Not Protected
Oxytropis borealis var. viscida,Yellowstone National Park,217,"Sticky Crazyweed, Sticky Pointloco, Viscid Locoweed",Vascular Plant,Not Protected
Oxytropis borealis var. viscida,Yosemite National Park,130,"Sticky Crazyweed, Sticky Pointloco, Viscid Locoweed",Vascular Plant,Not Protected
Oxytropis campestris var. cusickii,Bryce National Park,70,Cusick's Locoweed,Vascular Plant,Not Protected
Oxytropis campestris var. cusickii,Great Smoky Mountains National Park,55,Cusick's Locoweed,Vascular Plant,Not Protected
Oxytropis campestris var. cusickii,Yellowstone National Park,235,Cusick's Locoweed,Vascular Plant,Not Protected
Oxytropis campestris var. cusickii,Yosemite National Park,130,Cusick's Locoweed,Vascular Plant,Not Protected
Oxytropis deflexa var. foliolosa,Bryce National Park,133,"Nodding Locoweed, Pendant-Pod Crazyweed, Pendantpod Locoweed",Vascular Plant,Not Protected
Oxytropis deflexa var. foliolosa,Great Smoky Mountains National Park,83,"Nodding Locoweed, Pendant-Pod Crazyweed, Pendantpod Locoweed",Vascular Plant,Not Protected
Oxytropis deflexa var. foliolosa,Yellowstone National Park,237,"Nodding Locoweed, Pendant-Pod Crazyweed, Pendantpod Locoweed",Vascular Plant,Not Protected
Oxytropis deflexa var. foliolosa,Yosemite National Park,152,"Nodding Locoweed, Pendant-Pod Crazyweed, Pendantpod Locoweed",Vascular Plant,Not Protected
Oxytropis deflexa var. sericea,Bryce National Park,82,"Blue Nodding Locoweed, Longstem Hangpod Crazyweed, Pendant-Pod Locoweed",Vascular Plant,Not Protected
Oxytropis deflexa var. sericea,Great Smoky Mountains National Park,47,"Blue Nodding Locoweed, Longstem Hangpod Crazyweed, Pendant-Pod Locoweed",Vascular Plant,Not Protected
Oxytropis deflexa var. sericea,Yellowstone National Park,260,"Blue Nodding Locoweed, Longstem Hangpod Crazyweed, Pendant-Pod Locoweed",Vascular Plant,Not Protected
Oxytropis deflexa var. sericea,Yosemite National Park,169,"Blue Nodding Locoweed, Longstem Hangpod Crazyweed, Pendant-Pod Locoweed",Vascular Plant,Not Protected
Oxytropis lagopus var. lagopus,Bryce National Park,117,Haresfoot Locoweed,Vascular Plant,Not Protected
Oxytropis lagopus var. lagopus,Great Smoky Mountains National Park,105,Haresfoot Locoweed,Vascular Plant,Not Protected
Oxytropis lagopus var. lagopus,Yellowstone National Park,214,Haresfoot Locoweed,Vascular Plant,Not Protected
Oxytropis lagopus var. lagopus,Yosemite National Park,182,Haresfoot Locoweed,Vascular Plant,Not Protected
Oxytropis parryi,Bryce National Park,102,"Parry Pointvetch, Parry's Crazyweed, Parry's Oxytrope",Vascular Plant,Not Protected
Oxytropis parryi,Great Smoky Mountains National Park,66,"Parry Pointvetch, Parry's Crazyweed, Parry's Oxytrope",Vascular Plant,Not Protected
Oxytropis parryi,Yellowstone National Park,221,"Parry Pointvetch, Parry's Crazyweed, Parry's Oxytrope",Vascular Plant,Not Protected
Oxytropis parryi,Yosemite National Park,132,"Parry Pointvetch, Parry's Crazyweed, Parry's Oxytrope",Vascular Plant,Not Protected
Oxytropis sericea var. speciosa,Bryce National Park,126,White Locoweed,Vascular Plant,Not Protected
Oxytropis sericea var. speciosa,Great Smoky Mountains National Park,95,White Locoweed,Vascular Plant,Not Protected
Oxytropis sericea var. speciosa,Yellowstone National Park,275,White Locoweed,Vascular Plant,Not Protected
Oxytropis sericea var. speciosa,Yosemite National Park,132,White Locoweed,Vascular Plant,Not Protected
Oxyura jamaicensis,Bryce National Park,132,Ruddy Duck,Bird,Not Protected
Oxyura jamaicensis,Great Smoky Mountains National Park,64,Ruddy Duck,Bird,Not Protected
Oxyura jamaicensis,Yellowstone National Park,228,Ruddy Duck,Bird,Not Protected
Oxyura jamaicensis,Yosemite National Park,134,Ruddy Duck,Bird,Not Protected
Pachysandra procumbens,Bryce National Park,98,American Pachysandra,Vascular Plant,Not Protected
Pachysandra procumbens,Great Smoky Mountains National Park,68,American Pachysandra,Vascular Plant,Not Protected
Pachysandra procumbens,Yellowstone National Park,213,American Pachysandra,Vascular Plant,Not Protected
Pachysandra procumbens,Yosemite National Park,118,American Pachysandra,Vascular Plant,Not Protected
Pachysandra terminalis,Bryce National Park,146,Pachysandra,Vascular Plant,Not Protected
Pachysandra terminalis,Great Smoky Mountains National Park,52,Pachysandra,Vascular Plant,Not Protected
Pachysandra terminalis,Yellowstone National Park,243,Pachysandra,Vascular Plant,Not Protected
Pachysandra terminalis,Yosemite National Park,127,Pachysandra,Vascular Plant,Not Protected
Packera anonyma,Bryce National Park,103,Small's Ragwort,Vascular Plant,Not Protected
Packera anonyma,Great Smoky Mountains National Park,110,Small's Ragwort,Vascular Plant,Not Protected
Packera anonyma,Yellowstone National Park,267,Small's Ragwort,Vascular Plant,Not Protected
Packera anonyma,Yosemite National Park,166,Small's Ragwort,Vascular Plant,Not Protected
Packera aurea,Bryce National Park,130,Golden Ragwort,Vascular Plant,Not Protected
Packera aurea,Great Smoky Mountains National Park,71,Golden Ragwort,Vascular Plant,Not Protected
Packera aurea,Yellowstone National Park,261,Golden Ragwort,Vascular Plant,Not Protected
Packera aurea,Yosemite National Park,173,Golden Ragwort,Vascular Plant,Not Protected
Packera cana,Bryce National Park,66,Woolly Groundsel,Vascular Plant,Not Protected
Packera cana,Great Smoky Mountains National Park,117,Woolly Groundsel,Vascular Plant,Not Protected
Packera cana,Yellowstone National Park,252,Woolly Groundsel,Vascular Plant,Not Protected
Packera cana,Yosemite National Park,167,Woolly Groundsel,Vascular Plant,Not Protected
Packera dimorphophylla var. paysonii,Bryce National Park,103,Payson's Groundsel,Vascular Plant,Not Protected
Packera dimorphophylla var. paysonii,Great Smoky Mountains National Park,60,Payson's Groundsel,Vascular Plant,Not Protected
Packera dimorphophylla var. paysonii,Yellowstone National Park,276,Payson's Groundsel,Vascular Plant,Not Protected
Packera dimorphophylla var. paysonii,Yosemite National Park,146,Payson's Groundsel,Vascular Plant,Not Protected
Packera obovata,Bryce National Park,91,Roundleaf Ragwort,Vascular Plant,Not Protected
Packera obovata,Great Smoky Mountains National Park,64,Roundleaf Ragwort,Vascular Plant,Not Protected
Packera obovata,Yellowstone National Park,244,Roundleaf Ragwort,Vascular Plant,Not Protected
Packera obovata,Yosemite National Park,122,Roundleaf Ragwort,Vascular Plant,Not Protected
Packera paupercula,Bryce National Park,59,Balsam Groundsel,Vascular Plant,Not Protected
Packera paupercula,Great Smoky Mountains National Park,75,Balsam Groundsel,Vascular Plant,Not Protected
Packera paupercula,Yellowstone National Park,242,Balsam Groundsel,Vascular Plant,Not Protected
Packera paupercula,Yosemite National Park,154,Balsam Groundsel,Vascular Plant,Not Protected
Packera pseudaurea,Bryce National Park,104,Falsegold Groundsel,Vascular Plant,Not Protected
Packera pseudaurea,Great Smoky Mountains National Park,83,Falsegold Groundsel,Vascular Plant,Not Protected
Packera pseudaurea,Yellowstone National Park,257,Falsegold Groundsel,Vascular Plant,Not Protected
Packera pseudaurea,Yosemite National Park,170,Falsegold Groundsel,Vascular Plant,Not Protected
Packera streptanthifolia,Bryce National Park,114,"Cleftleaf Groundsel, Rocky Mountain Groundsel",Vascular Plant,Not Protected
Packera streptanthifolia,Great Smoky Mountains National Park,75,"Cleftleaf Groundsel, Rocky Mountain Groundsel",Vascular Plant,Not Protected
Packera streptanthifolia,Yellowstone National Park,206,"Cleftleaf Groundsel, Rocky Mountain Groundsel",Vascular Plant,Not Protected
Packera streptanthifolia,Yosemite National Park,171,"Cleftleaf Groundsel, Rocky Mountain Groundsel",Vascular Plant,Not Protected
Packera werneriifolia,Bryce National Park,93,Hoary Groundsel,Vascular Plant,Not Protected
Packera werneriifolia,Great Smoky Mountains National Park,45,Hoary Groundsel,Vascular Plant,Not Protected
Packera werneriifolia,Yellowstone National Park,233,Hoary Groundsel,Vascular Plant,Not Protected
Packera werneriifolia,Yosemite National Park,159,Hoary Groundsel,Vascular Plant,Not Protected
Paeonia brownii,Bryce National Park,82,Brown's Peony,Vascular Plant,Not Protected
Paeonia brownii,Great Smoky Mountains National Park,62,Brown's Peony,Vascular Plant,Not Protected
Paeonia brownii,Yellowstone National Park,263,Brown's Peony,Vascular Plant,Not Protected
Paeonia brownii,Yosemite National Park,112,Brown's Peony,Vascular Plant,Not Protected
Panax quinquefolius,Bryce National Park,116,Ginseng,Vascular Plant,Not Protected
Panax quinquefolius,Great Smoky Mountains National Park,56,Ginseng,Vascular Plant,Not Protected
Panax quinquefolius,Yellowstone National Park,259,Ginseng,Vascular Plant,Not Protected
Panax quinquefolius,Yosemite National Park,143,Ginseng,Vascular Plant,Not Protected
Panax trifolius,Bryce National Park,50,Dwarf Ginseng,Vascular Plant,Not Protected
Panax trifolius,Great Smoky Mountains National Park,74,Dwarf Ginseng,Vascular Plant,Not Protected
Panax trifolius,Yellowstone National Park,277,Dwarf Ginseng,Vascular Plant,Not Protected
Panax trifolius,Yosemite National Park,96,Dwarf Ginseng,Vascular Plant,Not Protected
Pandion haliaetus,Bryce National Park,154,"Osprey, Western Osprey, Osprey",Bird,Species of Concern
Pandion haliaetus,Great Smoky Mountains National Park,138,"Osprey, Western Osprey, Osprey",Bird,Species of Concern
